,Name,Year,Game,FGp,FTp,3Pp,ORBp,ASTp,BLKp,DRBp,STLp
857,B.J. Armstrong,1996,82.0,0.47,0.84,0.47,1.1,28.4,0.2,8.3,1.5
858,B.J. Armstrong,1997,49.0,0.45,0.86,0.28,0.8,20.3,0.2,7.8,1.3
859,B.J. Armstrong,1998,44.0,0.44,0.8,0.17,3.73,25.17,0.0,7.67,2.4
860,B.J. Armstrong,1999,21.33,0.46,0.86,0.45,0.67,29.2,0.0,11.97,1.8
861,B.J. Armstrong,2000,27.0,0.45,0.88,0.45,0.4,26.5,0.1,9.2,0.6
862,B.J. Tyler,1995,55.0,0.38,0.7,0.31,1.9,32.8,0.2,7.1,2.3
863,Baron Davis,2000,82.0,0.42,0.63,0.22,3.6,32.6,0.9,8.4,3.3
864,Baron Davis,2001,82.0,0.43,0.68,0.31,4.6,32.5,0.8,9.9,2.9
865,Baron Davis,2002,82.0,0.42,0.58,0.36,3.2,37.3,1.0,8.8,2.8
866,Baron Davis,2003,50.0,0.42,0.71,0.35,3.4,30.5,0.8,8.1,2.6
867,Baron Davis,2004,67.0,0.4,0.67,0.32,2.7,37.9,0.8,9.6,3.2
868,Baron Davis,2005,30.67,0.38,0.76,0.33,2.33,42.27,0.63,10.6,2.73
869,Baron Davis,2006,54.0,0.39,0.68,0.32,2.5,42.6,0.5,11.1,2.3
870,Baron Davis,2007,63.0,0.44,0.74,0.3,2.5,36.9,1.0,11.3,2.9
871,Baron Davis,2008,82.0,0.43,0.75,0.33,3.1,29.7,1.0,10.1,2.9
872,Baron Davis,2009,65.0,0.37,0.76,0.3,2.3,38.1,1.2,10.2,2.5
873,Baron Davis,2010,75.0,0.41,0.82,0.28,2.4,39.6,1.3,9.9,2.6
874,Baron Davis,2011,38.67,0.42,0.78,0.35,2.33,42.17,1.3,8.73,2.37
875,Baron Davis,2012,29.0,0.37,0.67,0.31,2.5,36.2,0.4,8.4,2.9
876,Bart Kofoed,1988,36.0,0.38,0.62,0.29,2.0,12.7,0.3,5.0,1.3
877,Bart Kofoed,1989,19.0,0.36,0.55,0.0,2.7,15.4,0.0,4.1,2.5
878,Bart Kofoed,1992,44.0,0.47,0.58,0.14,2.8,28.6,0.5,9.8,0.4
879,Bart Kofoed,1993,7.0,0.23,0.79,0.0,0.0,30.5,1.5,2.7,2.5
880,Ben Coleman,1987,68.0,0.58,0.73,0.0,10.9,5.3,1.8,20.6,1.5
881,Ben Coleman,1988,46.67,0.5,0.76,0.0,8.9,6.6,1.63,18.67,1.47
882,Ben Coleman,1990,22.0,0.47,0.83,0.0,11.5,5.6,1.4,21.4,1.1
883,Ben Gordon,2005,82.0,0.41,0.86,0.4,3.1,16.3,0.4,8.9,1.4
884,Ben Gordon,2006,80.0,0.42,0.79,0.44,2.0,17.3,0.2,8.1,1.6
885,Ben Gordon,2007,82.0,0.46,0.86,0.41,1.5,20.1,0.5,9.3,1.2
886,Ben Gordon,2008,72.0,0.43,0.91,0.41,1.9,16.9,0.3,9.2,1.2
887,Ben Gordon,2009,82.0,0.46,0.86,0.41,2.0,15.9,0.5,8.8,1.2
888,Ben Gordon,2010,62.0,0.42,0.86,0.32,1.7,16.7,0.3,7.0,1.5
889,Ben Gordon,2011,82.0,0.44,0.85,0.4,2.2,13.2,0.6,9.3,1.2
890,Ben Gordon,2012,52.0,0.44,0.86,0.43,1.2,16.5,0.6,9.5,1.3
891,Ben Gordon,2013,75.0,0.41,0.84,0.39,1.3,17.6,0.8,8.5,1.2
892,Ben Gordon,2014,19.0,0.34,0.81,0.28,1.2,12.2,0.6,9.8,1.9
893,Ben Gordon,2015,56.0,0.44,0.84,0.36,0.8,10.3,0.1,8.3,0.9
894,Ben Handlogten,2005,21.0,0.52,0.53,0.0,9.3,7.7,1.4,18.0,1.3
895,Ben Hansbrough,2013,28.0,0.33,0.78,0.26,1.1,16.1,0.7,8.8,1.9
896,Ben McDonald,1986,21.0,0.48,0.62,0.0,6.2,4.4,0.2,9.5,1.2
897,Ben McDonald,1987,63.0,0.46,0.63,0.12,5.3,8.6,0.4,10.3,1.0
898,Ben McDonald,1988,81.0,0.47,0.78,0.26,7.1,9.0,0.2,11.3,0.9
899,Ben McLemore,2014,82.0,0.38,0.8,0.32,2.7,5.8,0.7,9.5,1.0
900,Ben McLemore,2015,82.0,0.44,0.81,0.36,1.4,8.4,0.6,8.6,1.5
901,Ben McLemore,2016,68.0,0.43,0.72,0.36,2.6,7.9,0.6,8.5,1.7
902,Ben McLemore,2017,61.0,0.43,0.75,0.38,1.9,6.9,0.5,10.8,1.2
903,Ben Poquette,1980,82.0,0.52,0.83,0.0,6.4,7.7,3.9,20.9,0.9
904,Ben Poquette,1981,82.0,0.53,0.78,0.5,6.6,7.9,3.6,18.9,1.2
905,Ben Poquette,1982,82.0,0.51,0.81,0.3,7.3,6.9,2.1,18.9,1.4
906,Ben Poquette,1983,75.0,0.47,0.75,0.2,7.0,9.6,2.5,15.6,1.2
907,Ben Poquette,1984,51.0,0.44,0.79,0.2,7.3,7.5,2.3,17.2,1.1
908,Ben Poquette,1985,79.0,0.46,0.8,0.18,9.7,6.4,1.9,21.2,1.3
909,Ben Poquette,1986,81.0,0.48,0.72,0.2,8.9,6.8,1.2,18.6,1.0
910,Ben Poquette,1987,38.67,0.51,0.8,0.0,5.7,7.33,3.43,12.17,0.77
911,Ben Uzoh,2011,42.0,0.42,0.59,0.38,7.9,26.7,1.4,8.6,1.6
912,Ben Uzoh,2012,17.0,0.35,0.58,0.0,5.8,26.75,0.7,15.05,2.45
913,Ben Wallace,2001,80.0,0.49,0.34,0.25,11.5,6.8,4.8,29.6,2.0
914,Ben Wallace,2002,80.0,0.53,0.42,0.0,12.9,6.2,6.7,28.9,2.5
915,Ben Wallace,2003,73.0,0.48,0.45,0.17,11.9,6.9,5.9,34.9,2.0
916,Ben Wallace,2004,81.0,0.42,0.49,0.12,12.5,7.7,6.1,25.5,2.6
917,Ben Wallace,2005,74.0,0.45,0.43,0.11,12.9,7.6,5.0,26.5,2.2
918,Ben Wallace,2006,82.0,0.51,0.42,0.0,12.2,8.2,4.6,25.9,2.8
919,Ben Wallace,2007,77.0,0.45,0.41,0.2,12.9,9.9,4.6,21.7,2.1
920,Ben Wallace,2008,61.0,0.38,0.42,0.0,11.65,7.55,4.0,19.35,2.15
921,Ben Wallace,2010,69.0,0.54,0.41,0.0,14.1,8.0,3.6,23.1,2.4
922,Ben Wallace,2011,54.0,0.45,0.33,0.5,12.2,8.1,3.5,22.9,2.3
923,Ben Wallace,2012,62.0,0.4,0.34,0.25,9.6,6.4,4.1,23.7,2.6
924,Beno Udrih,2005,80.0,0.44,0.75,0.41,1.6,22.2,0.6,6.8,1.9
925,Beno Udrih,2006,54.0,0.46,0.78,0.34,3.7,27.3,0.2,6.7,1.3
926,Beno Udrih,2007,73.0,0.37,0.88,0.29,1.5,20.6,0.1,8.7,1.5
927,Beno Udrih,2008,65.0,0.46,0.85,0.39,2.0,22.2,0.4,10.2,1.4
928,Beno Udrih,2009,73.0,0.46,0.82,0.31,2.4,24.7,0.4,9.0,1.8
929,Beno Udrih,2010,79.0,0.49,0.84,0.38,1.7,24.1,0.3,8.5,1.8
930,Beno Udrih,2011,79.0,0.5,0.86,0.36,1.7,22.1,0.2,9.6,1.7
931,Beno Udrih,2012,59.0,0.44,0.71,0.29,2.6,32.2,0.1,8.0,1.8
932,Beno Udrih,2013,44.0,0.44,0.8,0.33,2.53,32.3,0.17,8.23,1.47
933,Beno Udrih,2014,27.33,0.47,0.83,0.63,1.23,24.97,0.83,7.73,1.63
934,Beno Udrih,2015,79.0,0.49,0.85,0.27,1.5,24.0,0.4,9.4,1.6
935,Beno Udrih,2016,29.33,0.43,0.93,0.35,1.43,27.93,0.3,9.23,1.1
936,Beno Udrih,2017,39.0,0.47,0.94,0.34,1.1,35.4,0.0,10.3,1.2
937,Benoit Benjamin,1986,79.0,0.49,0.75,0.33,8.4,5.4,5.3,23.6,1.4
938,Benoit Benjamin,1987,72.0,0.45,0.72,0.0,6.1,8.7,4.8,24.1,1.3
939,Benoit Benjamin,1988,66.0,0.49,0.71,0.0,5.3,12.2,5.9,21.2,1.1
940,Benoit Benjamin,1989,79.0,0.54,0.74,0.0,6.8,8.7,4.7,21.9,1.0
941,Benoit Benjamin,1990,71.0,0.53,0.73,0.0,7.8,10.1,4.8,24.4,1.2
942,Benoit Benjamin,1992,63.0,0.48,0.69,0.0,7.6,5.9,3.9,23.2,1.0
943,Benoit Benjamin,1996,76.5,0.51,0.73,0.0,8.85,5.45,3.5,26.7,1.25
944,Bernard James,2013,46.0,0.52,0.61,0.0,12.9,1.9,6.5,18.9,1.3
945,Bernard James,2014,30.0,0.48,0.55,0.0,12.0,2.8,4.5,21.2,1.1
946,Bernard King,1981,81.0,0.59,0.7,0.33,6.7,15.1,0.7,14.4,1.2
947,Bernard King,1982,79.0,0.57,0.7,0.2,5.2,14.9,0.4,12.8,1.3
948,Bernard King,1983,68.0,0.53,0.72,0.0,5.2,16.0,0.4,12.2,2.0
949,Bernard King,1984,77.0,0.57,0.78,0.0,5.6,11.1,0.4,12.3,1.4
950,Bernard King,1985,55.0,0.53,0.77,0.1,6.2,18.6,0.4,11.8,1.7
951,Bernard King,1988,69.0,0.5,0.76,0.17,4.7,15.3,0.3,10.7,1.2
952,Bernard King,1989,81.0,0.48,0.82,0.17,5.4,18.2,0.3,11.2,1.2
953,Bernard King,1990,82.0,0.49,0.8,0.13,5.1,21.8,0.1,11.1,0.9
954,Bernard King,1991,64.0,0.47,0.79,0.22,5.2,21.8,0.4,9.4,1.1
955,Bernard King,1993,32.0,0.51,0.68,0.29,8.9,6.8,0.4,10.5,1.3
956,Bernard Robinson,2005,31.0,0.44,0.69,0.38,4.6,14.4,0.9,12.5,1.7
957,Bernard Robinson,2006,66.0,0.43,0.79,0.1,5.2,9.5,0.6,14.9,3.2
958,Bernard Robinson,2007,26.0,0.3,0.86,0.0,4.2,10.35,0.45,16.65,3.0
959,Bernard Thompson,1985,59.0,0.37,0.76,0.0,7.8,12.4,1.0,8.1,2.7
960,Bernard Thompson,1986,61.0,0.49,0.81,0.0,5.4,14.0,0.4,7.2,1.8
961,Bernard Thompson,1987,24.0,0.4,0.82,0.0,6.9,7.0,0.9,3.7,1.6
962,Bernard Thompson,1988,37.0,0.46,0.72,0.0,7.9,11.7,0.1,7.2,1.8
963,Bernard Thompson,1989,23.0,0.34,0.85,0.0,4.4,7.6,0.3,9.2,2.8
964,Bernard Toone,1980,23.0,0.36,0.8,0.14,10.9,13.8,2.2,17.8,1.5
965,Bill Cartwright,1981,82.0,0.55,0.79,0.0,6.1,5.6,1.6,18.3,0.8
966,Bill Cartwright,1984,77.0,0.56,0.8,0.0,9.6,6.4,2.4,22.1,0.9
967,Bill Curley,1998,11.0,0.48,0.67,0.0,8.6,4.0,0.5,13.1,1.1
968,Bill Curley,1999,35.0,0.4,0.86,0.2,5.6,5.5,1.8,10.1,2.4
969,Bill Curley,2000,26.0,0.42,0.72,0.0,5.7,7.45,1.0,11.85,2.1
970,Bill Curley,2001,13.33,0.45,0.54,0.5,7.43,1.8,3.77,6.67,2.33
971,Bill Edwards,1994,3.0,0.11,0.4,0.0,12.4,12.3,1.4,22.5,3.4
972,Bill Garnett,1983,75.0,0.53,0.74,0.0,10.6,9.0,2.7,20.6,1.6
973,Bill Garnett,1984,80.0,0.47,0.73,0.0,9.3,10.3,2.4,15.8,1.4
974,Bill Garnett,1985,65.0,0.48,0.69,0.0,9.1,8.0,0.7,17.8,1.1
975,Bill Garnett,1986,80.0,0.47,0.72,0.0,9.7,10.2,1.1,15.2,1.6
976,Bill Hanzlik,1981,74.0,0.48,0.79,0.2,6.0,12.0,0.9,7.3,2.2
977,Bill Hanzlik,1982,81.0,0.47,0.78,0.0,5.6,11.6,0.8,8.9,2.0
978,Bill Hanzlik,1983,82.0,0.43,0.78,0.14,5.2,19.7,0.5,10.2,2.1
979,Bill Hanzlik,1984,80.0,0.43,0.81,0.25,4.6,19.0,0.7,10.2,2.0
980,Bill Hanzlik,1985,80.0,0.42,0.76,0.07,5.3,14.8,0.9,8.1,2.2
981,Bill Hanzlik,1986,79.0,0.45,0.78,0.2,4.4,20.7,0.4,9.7,2.4
982,Bill Hanzlik,1987,73.0,0.41,0.79,0.28,3.9,17.8,0.8,10.0,2.0
983,Bill Hanzlik,1988,77.0,0.38,0.79,0.19,3.0,14.3,0.7,10.8,2.2
984,Bill Hanzlik,1989,41.0,0.44,0.78,0.2,2.5,14.2,0.4,11.7,1.6
985,Bill Hanzlik,1990,81.0,0.45,0.74,0.19,4.1,14.0,1.0,9.7,2.2
986,Bill Jones,1989,37.0,0.49,0.67,0.0,7.0,9.6,1.2,10.1,2.7
987,Bill Laimbeer,1982,53.33,0.49,0.79,0.32,13.63,7.4,1.97,24.23,1.0
988,Bill Laimbeer,1983,82.0,0.5,0.79,0.15,10.0,12.1,2.2,26.3,0.8
989,Bill Laimbeer,1984,82.0,0.53,0.87,0.0,11.8,6.8,1.6,26.0,0.8
990,Bill Laimbeer,1985,82.0,0.51,0.8,0.22,10.2,7.0,1.4,27.0,1.1
991,Bill Laimbeer,1986,82.0,0.49,0.83,0.29,10.9,6.6,1.3,28.9,0.9
992,Bill Laimbeer,1987,82.0,0.5,0.89,0.29,9.4,7.4,1.4,26.1,1.2
993,Bill Laimbeer,1988,82.0,0.49,0.87,0.33,6.5,9.6,1.6,25.1,1.1
994,Bill Laimbeer,1989,81.0,0.5,0.84,0.35,6.2,9.8,2.3,26.1,1.0
995,Bill Laimbeer,1990,81.0,0.48,0.85,0.36,7.1,9.1,2.0,26.0,1.1
996,Bill Laimbeer,1991,82.0,0.48,0.84,0.3,7.4,8.8,1.3,24.2,0.7
997,Bill Laimbeer,1992,81.0,0.47,0.89,0.38,5.3,11.0,1.5,17.4,1.2
998,Bill Laimbeer,1993,79.0,0.51,0.89,0.37,6.0,9.7,1.3,18.5,1.2
999,Bill Laimbeer,1994,11.0,0.52,0.85,0.33,4.0,9.2,1.0,21.3,1.2
1000,Bill Martin,1986,66.0,0.48,0.85,0.0,6.6,11.3,0.6,9.4,1.4
1001,Bill Martin,1988,10.0,0.31,0.62,0.0,10.0,8.0,0.0,20.2,2.3
1002,Bill Robinzine,1980,81.0,0.5,0.73,0.5,9.9,4.5,0.7,19.8,2.6
1003,Bill Robinzine,1981,74.0,0.48,0.78,0.17,9.2,9.5,0.3,21.6,1.8
1004,Bill Walton,1984,55.0,0.56,0.6,0.0,10.2,17.1,3.3,26.4,1.4
1005,Bill Walton,1985,67.0,0.52,0.68,0.0,11.7,13.0,4.6,28.1,1.4
1006,Bill Wennington,1986,56.0,0.47,0.73,0.0,6.4,4.7,2.1,19.2,0.9
1007,Bill Wennington,1987,58.0,0.42,0.75,0.0,10.4,5.3,1.0,14.4,1.1
1008,Bill Wennington,1988,30.0,0.51,0.63,0.5,12.4,4.8,4.1,21.4,2.0
1009,Bill Wennington,1989,65.0,0.43,0.74,0.11,8.5,6.0,1.9,20.7,0.7
1010,Bill Wennington,1990,60.0,0.45,0.8,0.0,9.1,7.3,1.6,18.4,1.2
1011,Bill Wennington,1991,77.0,0.44,0.79,0.2,7.7,7.2,2.6,19.1,1.6
1012,Bill Wennington,1994,76.0,0.49,0.82,0.0,10.0,7.9,1.5,20.2,1.6
1013,Bill Wennington,1995,73.0,0.49,0.81,0.0,7.9,6.5,1.3,15.5,1.2
1014,Bill Wennington,1996,71.0,0.49,0.86,1.0,6.4,6.4,1.1,12.7,1.0
1015,Bill Wennington,1997,61.0,0.5,0.83,0.0,6.7,7.7,1.1,11.8,0.7
1016,Bill Wennington,1999,38.0,0.35,0.82,1.0,5.0,8.0,2.0,16.2,1.6
1017,Bill Willoughby,1980,78.0,0.48,0.76,0.11,8.5,6.2,2.3,15.8,1.0
1018,Bill Willoughby,1982,69.0,0.52,0.73,0.43,7.7,7.0,2.3,12.2,1.0
1019,Bill Willoughby,1983,41.33,0.43,0.85,0.3,5.13,8.67,0.77,12.5,0.83
1020,Bill Willoughby,1984,67.0,0.48,0.87,0.0,9.0,7.7,1.5,14.6,1.1
1021,Billy Donovan,1988,44.0,0.4,0.81,0.0,1.5,32.8,0.2,6.5,2.1
1022,Billy Knight,1980,75.0,0.53,0.81,0.27,7.2,11.4,0.3,12.6,2.0
1023,Billy Knight,1981,82.0,0.53,0.83,0.16,8.5,10.0,0.3,10.3,1.7
1024,Billy Knight,1982,81.0,0.5,0.83,0.28,5.7,10.4,0.4,9.8,1.7
1025,Billy Knight,1983,80.0,0.52,0.84,0.16,6.9,12.0,0.2,8.6,1.3
1026,Billy Knight,1984,75.0,0.49,0.86,0.29,5.3,12.1,0.2,10.2,1.3
1027,Billy Knight,1985,45.33,0.44,0.86,0.62,7.0,13.77,0.17,8.9,0.83
1028,Billy McKinney,1980,76.0,0.45,0.8,0.1,1.6,24.8,0.2,5.5,2.0
1029,Billy McKinney,1981,56.0,0.51,0.87,0.26,1.7,22.17,0.27,7.37,2.1
1030,Billy McKinney,1982,81.0,0.53,0.81,0.0,1.6,21.1,0.4,6.0,1.5
1031,Billy McKinney,1983,68.0,0.49,0.81,0.0,1.4,22.2,0.2,6.5,1.1
1032,Billy McKinney,1984,80.0,0.45,0.85,0.0,0.9,25.1,0.0,6.3,1.5
1033,Billy Owens,1992,80.0,0.52,0.65,0.11,10.8,9.8,1.5,17.0,1.7
1034,Billy Owens,1993,37.0,0.5,0.64,0.09,10.0,18.0,1.4,14.5,1.4
1035,Billy Owens,1994,79.0,0.51,0.61,0.2,9.3,16.8,1.3,15.9,1.5
1036,Billy Owens,1995,70.0,0.49,0.62,0.09,10.2,17.3,1.0,15.6,1.8
1037,Billy Owens,1996,41.33,0.47,0.64,0.23,8.7,18.1,1.57,15.37,1.33
1038,Billy Owens,1997,66.0,0.47,0.7,0.35,7.8,15.5,0.9,15.2,1.6
1039,Billy Owens,1998,78.0,0.46,0.59,0.37,7.9,15.4,1.1,20.0,2.1
1040,Billy Owens,1999,21.0,0.39,0.8,0.46,8.9,14.5,0.7,11.6,1.4
1041,Billy Owens,2000,41.33,0.41,0.59,0.31,8.23,12.2,1.13,18.13,1.23
1042,Billy Owens,2001,45.0,0.38,0.48,0.15,11.1,11.1,1.1,16.7,2.0
1043,Billy Paultz,1980,65.5,0.49,0.63,0.0,8.85,11.3,1.95,19.7,1.55
1044,Billy Paultz,1981,81.0,0.51,0.49,0.0,7.4,8.5,2.4,19.0,0.8
1045,Billy Ray,1980,16.0,0.49,0.72,0.42,6.0,23.8,0.5,7.6,2.9
1046,Billy Ray,1981,77.0,0.49,0.85,0.26,4.9,19.0,0.2,6.0,2.4
1047,Billy Ray,1982,75.0,0.47,0.79,0.29,4.9,13.9,0.2,5.0,1.6
1048,Billy Ray,1983,17.0,0.4,0.5,0.4,4.0,7.55,0.6,3.05,2.25
1049,Billy Reid,1981,59.0,0.45,0.56,0.0,4.9,15.6,0.5,6.2,2.6
1050,Billy Thomas,2005,25.0,0.36,0.78,0.3,2.3,8.0,0.2,9.9,2.1
1051,Billy Thomas,2006,17.0,0.32,1.0,0.33,4.3,10.6,0.6,8.2,4.0
1052,Billy Thomas,2008,7.5,0.12,1.0,0.12,0.0,0.0,0.0,2.8,0.65
1053,Billy Thompson,1987,59.0,0.54,0.65,0.0,10.8,10.3,2.2,13.9,0.9
1054,Billy Thompson,1989,79.0,0.49,0.7,0.0,11.5,11.8,2.8,17.0,1.2
1055,Billy Thompson,1990,79.0,0.52,0.62,0.5,11.8,11.4,2.5,16.8,1.2
1056,Billy Thompson,1991,73.0,0.5,0.72,0.0,8.9,10.9,2.0,14.7,1.0
1057,Bimbo Coles,1991,82.0,0.41,0.75,0.18,4.5,24.1,0.5,8.1,2.3
1058,Bimbo Coles,1992,81.0,0.46,0.82,0.19,3.8,27.6,0.4,6.9,1.8
1059,Bimbo Coles,1993,81.0,0.46,0.8,0.31,2.9,26.1,0.3,5.7,1.8
1060,Bimbo Coles,1994,76.0,0.45,0.78,0.2,3.3,22.7,0.5,7.2,2.2
1061,Bimbo Coles,1995,68.0,0.43,0.81,0.21,2.4,27.9,0.5,7.9,2.3
1062,Bimbo Coles,1996,54.0,0.41,0.79,0.34,2.1,25.97,0.5,8.9,1.97
1063,Bimbo Coles,1997,51.0,0.39,0.76,0.29,3.9,19.4,0.5,7.9,1.5
1064,Bimbo Coles,1998,53.0,0.38,0.89,0.23,1.2,27.9,0.6,7.9,1.8
1065,Bimbo Coles,1999,48.0,0.44,0.82,0.24,1.7,30.6,0.6,8.3,1.9
1066,Bimbo Coles,2000,80.0,0.46,0.82,0.2,1.7,24.6,0.4,8.1,1.6
1067,Bimbo Coles,2001,47.0,0.38,0.86,0.12,1.3,27.9,0.5,5.6,1.8
1068,Bimbo Coles,2002,47.0,0.38,0.89,0.2,2.1,23.3,0.4,7.2,1.0
1069,Bimbo Coles,2003,23.33,0.36,0.88,0.17,1.47,16.57,0.33,7.67,1.4
1070,Bingo Smith,1980,52.0,0.44,0.87,0.26,3.63,6.8,0.53,9.03,1.27
1071,Bismack Biyombo,2016,82.0,0.54,0.63,0.0,11.7,2.4,6.1,29.5,0.5
1072,Bison Dele,1993,21.0,0.51,0.8,0.0,12.0,3.2,4.3,14.2,2.9
1073,Bison Dele,1994,80.0,0.54,0.65,0.0,10.5,5.2,3.6,22.0,1.6
1074,Bison Dele,1996,65.0,0.54,0.73,0.17,8.2,9.4,1.9,19.5,1.7
1075,Bison Dele,1998,78.0,0.51,0.71,0.33,10.1,7.0,1.6,21.6,1.4
1076,Bison Dele,1999,49.0,0.5,0.69,0.0,9.5,11.9,2.8,18.8,1.8
1077,Blair Rasmussen,1990,81.0,0.5,0.83,0.0,8.6,5.7,3.0,23.5,0.9
1078,Blair Rasmussen,1991,70.0,0.46,0.68,0.4,6.3,3.7,3.0,22.9,0.9
1079,Blair Rasmussen,1992,81.0,0.48,0.75,0.22,5.0,7.8,1.5,16.5,0.9
1080,Blair Rasmussen,1993,22.0,0.38,0.69,0.33,7.6,2.4,2.2,14.3,0.9
1081,Blake Ahearn,2008,12.0,0.26,0.97,0.29,0.7,17.2,0.0,12.4,1.8
1082,Blake Ahearn,2009,3.0,0.33,1.0,0.5,0.0,16.0,0.0,6.2,2.9
1083,Blake Griffin,2011,82.0,0.51,0.64,0.29,10.2,18.7,1.1,26.9,1.0
1084,Blake Griffin,2012,66.0,0.55,0.52,0.12,10.7,16.6,1.7,25.1,1.2
1085,Blake Griffin,2013,80.0,0.54,0.66,0.18,8.7,19.9,1.6,21.5,2.0
1086,Blake Griffin,2014,80.0,0.53,0.72,0.27,7.7,19.2,1.4,21.2,1.6
1087,Blake Griffin,2015,67.0,0.5,0.73,0.4,6.1,26.2,1.2,17.9,1.4
1088,Blake Griffin,2016,35.0,0.5,0.73,0.33,4.8,27.2,1.1,22.3,1.2
1089,Blake Griffin,2017,61.0,0.49,0.76,0.34,6.1,24.5,0.9,20.2,1.4
1090,Blue Edwards,1990,82.0,0.51,0.72,0.3,4.6,11.2,1.2,10.6,2.0
1091,Blue Edwards,1991,62.0,0.53,0.7,0.25,4.0,10.1,1.1,10.3,1.8
1092,Blue Edwards,1992,81.0,0.52,0.77,0.38,4.5,9.1,1.2,10.0,1.8
1093,Blue Edwards,1993,82.0,0.51,0.79,0.35,5.2,12.5,1.1,11.1,2.4
1094,Blue Edwards,1994,82.0,0.48,0.8,0.36,4.9,12.1,0.8,11.8,1.8
1095,Blue Edwards,1995,44.67,0.46,0.83,0.3,5.53,10.9,1.1,8.53,2.0
1096,Blue Edwards,1996,82.0,0.42,0.76,0.34,4.0,13.8,1.3,10.9,2.2
1097,Blue Edwards,1997,61.0,0.4,0.82,0.28,3.9,13.5,1.1,11.5,1.4
1098,Blue Edwards,1998,81.0,0.44,0.84,0.33,3.6,17.2,1.0,9.1,2.3
1099,Blue Edwards,1999,24.0,0.44,0.69,0.4,3.2,19.0,1.3,10.4,3.4
1100,Bo Ellis,1980,48.0,0.45,0.76,0.0,10.3,8.0,2.6,13.8,0.9
1101,Bo Kimble,1991,62.0,0.38,0.77,0.29,4.4,10.8,0.5,8.4,1.4
1102,Bo Kimble,1992,34.0,0.4,0.64,0.31,5.2,9.0,1.4,7.7,1.8
1103,Bo Kimble,1993,9.0,0.42,0.38,0.25,6.3,16.5,0.0,15.7,0.9
1104,Bo Outlaw,1994,37.0,0.59,0.59,0.0,10.0,5.6,2.6,15.8,2.0
1105,Bo Outlaw,1995,81.0,0.52,0.44,0.0,8.1,7.6,6.7,14.6,2.8
1106,Bo Outlaw,1996,80.0,0.57,0.44,0.0,10.4,7.4,6.9,14.0,2.3
1107,Bo Outlaw,1997,82.0,0.61,0.5,0.0,8.9,11.3,5.1,15.4,2.3
1108,Bo Outlaw,1998,82.0,0.55,0.57,0.25,9.9,12.3,4.4,15.6,2.0
1109,Bo Outlaw,1999,31.0,0.55,0.43,0.0,7.2,10.9,3.8,15.7,2.5
1110,Bo Outlaw,2000,82.0,0.6,0.51,0.0,9.5,14.7,4.5,15.1,2.4
1111,Bo Outlaw,2001,80.0,0.61,0.57,0.5,9.0,13.3,4.0,18.3,2.1
1112,Bo Outlaw,2002,78.0,0.55,0.42,0.5,8.4,9.7,3.45,13.05,1.85
1113,Bo Outlaw,2003,80.0,0.55,0.62,0.0,8.3,9.2,2.9,14.8,1.5
1114,Bo Outlaw,2004,82.0,0.51,0.53,0.0,8.7,8.7,3.2,15.4,2.4
1115,Bob Carrington,1980,10.0,0.4,0.75,0.0,4.7,2.9,0.4,5.8,1.4
1116,Bob Dandridge,1980,45.0,0.45,0.81,0.18,4.3,18.2,1.3,12.7,0.9
1117,Bob Dandridge,1981,23.0,0.43,0.72,0.0,3.6,15.5,0.9,12.4,1.4
1118,Bob Elliott,1980,54.0,0.44,0.68,0.25,9.6,10.0,1.1,16.9,1.8
1119,Bob Elliott,1981,73.0,0.51,0.6,0.5,8.7,13.7,0.7,13.7,1.2
1120,Bob Gross,1980,62.0,0.47,0.83,0.1,5.8,20.0,1.7,11.6,1.8
1121,Bob Gross,1981,82.0,0.53,0.85,0.0,7.1,16.0,1.9,11.4,2.2
1122,Bob Gross,1982,59.0,0.54,0.75,0.5,8.3,11.5,1.7,12.7,2.6
1123,Bob Gross,1983,27.0,0.43,0.63,0.33,9.1,11.1,1.1,11.3,2.7
1124,Bob Hansen,1984,55.0,0.45,0.64,0.0,3.5,13.9,0.5,8.3,1.6
1125,Bob Hansen,1985,54.0,0.49,0.56,0.14,3.3,16.4,0.1,7.8,1.8
1126,Bob Hansen,1986,82.0,0.48,0.72,0.34,4.5,13.1,0.2,8.6,1.7
1127,Bob Hansen,1987,72.0,0.45,0.76,0.36,6.0,10.1,0.2,8.6,1.4
1128,Bob Hansen,1988,81.0,0.52,0.74,0.33,4.0,13.8,0.2,7.0,1.7
1129,Bob Hansen,1989,46.0,0.47,0.56,0.35,3.6,7.8,0.4,10.6,1.9
1130,Bob Hansen,1990,81.0,0.47,0.52,0.35,3.8,9.5,0.3,8.3,1.2
1131,Bob Hansen,1991,36.0,0.38,0.5,0.28,4.5,16.7,0.4,9.1,1.2
1132,Bob Hansen,1992,67.0,0.44,0.36,0.27,2.4,10.6,0.2,8.4,1.7
1133,Bob Lanier,1980,42.0,0.53,0.78,0.39,7.47,12.17,2.23,19.8,1.7
1134,Bob Lanier,1981,67.0,0.52,0.75,1.0,8.3,14.0,2.6,17.5,1.9
1135,Bob Lanier,1982,74.0,0.56,0.75,0.0,5.5,16.0,1.6,16.5,1.7
1136,Bob Lanier,1983,39.0,0.49,0.68,0.0,6.8,15.1,1.4,15.2,1.7
