,Name,Year,Game,FGp,FTp,3Pp,ORBp,ASTp,BLKp,DRBp,STLp
5210,Jamal Crawford,2016,79.0,0.4,0.9,0.34,1.0,14.0,0.4,6.3,1.2
5211,Jamal Crawford,2017,82.0,0.41,0.86,0.36,0.9,15.1,0.5,5.7,1.4
5212,Jamal Mashburn,1994,79.0,0.41,0.7,0.28,3.9,15.8,0.3,10.3,1.6
5213,Jamal Mashburn,1995,80.0,0.44,0.74,0.33,4.0,17.2,0.2,8.2,1.4
5214,Jamal Mashburn,1996,18.0,0.38,0.73,0.34,5.3,13.2,0.3,10.3,1.1
5215,Jamal Mashburn,1997,46.0,0.38,0.7,0.32,3.77,16.3,0.43,12.07,1.97
5216,Jamal Mashburn,1998,48.0,0.44,0.8,0.3,5.0,13.3,0.6,10.8,1.4
5217,Jamal Mashburn,1999,24.0,0.45,0.72,0.43,3.7,17.0,0.3,16.1,1.3
5218,Jamal Mashburn,2000,76.0,0.44,0.78,0.4,2.8,18.6,0.4,12.4,1.5
5219,Jamal Mashburn,2001,76.0,0.41,0.77,0.36,3.5,26.8,0.3,18.4,1.5
5220,Jamal Mashburn,2002,40.0,0.41,0.88,0.37,2.2,19.7,0.3,15.0,1.5
5221,Jamal Mashburn,2003,82.0,0.42,0.85,0.39,2.3,26.2,0.4,15.3,1.3
5222,Jamal Mashburn,2004,19.0,0.39,0.81,0.28,2.9,13.3,0.5,15.7,1.0
5223,Jamal Murray,2017,82.0,0.4,0.88,0.33,2.6,14.0,1.1,10.7,1.4
5224,Jamal Sampson,2007,22.0,0.64,0.43,0.0,13.7,5.5,4.0,29.3,0.8
5225,Jamario Moon,2008,78.0,0.48,0.74,0.33,5.0,6.2,4.0,21.6,2.0
5226,Jamario Moon,2009,53.33,0.47,0.85,0.36,3.03,6.73,2.23,17.67,2.1
5227,Jamario Moon,2010,61.0,0.46,0.8,0.32,3.1,6.9,2.2,17.8,1.7
5228,Jamario Moon,2011,39.33,0.41,0.87,0.33,2.77,6.97,2.27,16.0,1.23
5229,Jamario Moon,2012,8.0,0.29,1.0,0.2,1.8,6.4,3.0,19.3,0.4
5230,Jameer Nelson,2005,79.0,0.46,0.68,0.31,3.7,24.8,0.1,9.7,2.5
5231,Jameer Nelson,2006,62.0,0.48,0.78,0.42,2.8,31.5,0.4,9.5,2.1
5232,Jameer Nelson,2007,77.0,0.43,0.83,0.34,2.7,25.0,0.2,9.6,1.7
5233,Jameer Nelson,2008,69.0,0.47,0.83,0.42,1.7,31.1,0.1,12.1,1.7
5234,Jameer Nelson,2009,42.0,0.5,0.89,0.45,1.8,32.1,0.2,10.5,2.0
5235,Jameer Nelson,2010,65.0,0.45,0.84,0.38,1.7,32.1,0.1,10.1,1.3
5236,Jameer Nelson,2011,76.0,0.45,0.8,0.4,1.9,33.7,0.1,9.3,1.7
5237,Jameer Nelson,2012,57.0,0.43,0.81,0.38,1.9,34.0,0.2,10.4,1.2
5238,Jameer Nelson,2013,56.0,0.39,0.87,0.34,1.3,33.3,0.2,10.6,1.9
5239,Jameer Nelson,2014,68.0,0.39,0.86,0.35,1.5,35.1,0.2,10.5,1.2
5240,Jameer Nelson,2015,31.5,0.36,0.7,0.32,2.55,29.58,0.25,9.75,1.92
5241,Jameer Nelson,2016,39.0,0.37,0.86,0.3,2.0,27.3,0.4,10.4,1.2
5242,Jameer Nelson,2017,75.0,0.44,0.71,0.39,1.5,26.0,0.3,8.8,1.3
5243,Jamel Thomas,2000,5.0,0.47,1.0,0.0,1.1,21.25,0.0,11.4,0.55
5244,James Anderson,2011,26.0,0.38,0.78,0.39,0.8,9.2,1.5,8.3,0.5
5245,James Anderson,2012,51.0,0.38,0.75,0.28,3.1,9.6,0.2,11.8,0.7
5246,James Anderson,2013,26.0,0.42,0.84,0.38,4.9,15.37,1.03,14.5,1.83
5247,James Anderson,2014,80.0,0.43,0.73,0.33,2.7,9.9,1.0,11.7,1.6
5248,James Anderson,2016,51.0,0.38,0.76,0.27,2.0,7.7,1.6,10.9,1.4
5249,James Bailey,1981,82.0,0.5,0.71,0.5,8.5,5.8,3.1,17.6,1.4
5250,James Bailey,1983,72.0,0.5,0.7,0.0,9.85,6.0,1.9,19.8,1.15
5251,James Bailey,1984,73.0,0.49,0.72,0.0,9.6,9.3,1.9,17.4,1.3
5252,James Bailey,1985,74.0,0.45,0.68,0.0,10.6,4.0,2.4,20.4,1.1
5253,James Bailey,1986,48.0,0.46,0.77,0.0,8.8,6.1,2.0,22.1,1.3
5254,James Bailey,1988,65.0,0.45,0.79,0.0,9.4,6.2,1.9,17.9,0.9
5255,James Collins,1998,23.0,0.38,0.57,0.45,7.7,5.4,1.9,7.8,3.0
5256,James Cotton,1998,9.0,0.38,0.89,0.0,7.4,0.0,2.3,14.2,1.6
5257,James Cotton,1999,10.0,0.33,0.72,0.0,3.9,0.0,0.0,15.8,2.7
5258,James Edwards,1980,82.0,0.51,0.68,0.0,7.8,8.0,2.4,18.4,1.1
5259,James Edwards,1981,81.0,0.51,0.7,0.0,8.5,13.3,3.1,18.0,0.6
5260,James Edwards,1982,77.0,0.51,0.68,0.0,7.9,7.4,2.6,18.6,0.5
5261,James Edwards,1984,72.0,0.54,0.72,0.0,6.6,13.9,0.9,14.9,0.6
5262,James Edwards,1985,70.0,0.5,0.75,0.0,6.1,12.8,1.6,18.2,0.7
5263,James Edwards,1988,56.0,0.47,0.64,0.0,7.85,6.9,1.3,19.45,0.45
5264,James Edwards,1989,76.0,0.5,0.69,0.0,6.4,5.7,1.5,14.0,0.4
5265,James Edwards,1990,82.0,0.5,0.75,0.0,5.6,4.3,1.0,11.6,0.5
5266,James Edwards,1991,72.0,0.48,0.73,0.5,5.4,5.6,1.0,11.2,0.3
5267,James Edwards,1992,72.0,0.46,0.73,0.0,4.2,5.5,1.4,11.4,0.8
5268,James Ennis,2015,62.0,0.41,0.84,0.33,6.0,7.2,1.4,14.0,1.3
5269,James Ennis,2016,13.67,0.43,0.71,0.39,8.1,9.33,2.27,7.87,3.2
5270,James Ennis,2017,64.0,0.46,0.78,0.37,5.1,6.5,1.2,14.9,1.6
5271,James Harden,2010,76.0,0.4,0.81,0.38,3.2,12.3,0.9,12.7,2.4
5272,James Harden,2011,82.0,0.44,0.84,0.35,2.3,12.8,0.8,11.0,2.2
5273,James Harden,2012,62.0,0.49,0.85,0.39,1.9,19.3,0.6,12.2,1.6
5274,James Harden,2013,78.0,0.44,0.85,0.37,2.4,25.7,1.0,11.9,2.4
5275,James Harden,2014,73.0,0.46,0.87,0.37,2.6,27.3,0.8,10.7,2.1
5276,James Harden,2015,81.0,0.44,0.87,0.38,2.8,34.6,1.6,14.2,2.6
5277,James Harden,2016,82.0,0.44,0.86,0.36,2.2,35.4,1.4,15.6,2.2
5278,James Harden,2017,81.0,0.44,0.85,0.35,3.5,50.7,1.0,20.9,2.0
5279,James Hardy,1980,76.0,0.51,0.77,0.5,9.4,8.8,3.1,19.4,1.4
5280,James Hardy,1982,82.0,0.48,0.69,0.0,8.9,7.3,2.0,19.1,1.5
5281,James Johnson,2010,65.0,0.45,0.73,0.33,5.1,9.8,4.3,13.6,1.4
5282,James Johnson,2011,25.33,0.44,0.61,0.23,5.4,16.87,4.0,15.73,2.47
5283,James Johnson,2012,62.0,0.45,0.7,0.32,5.6,13.9,4.4,16.2,2.4
5284,James Johnson,2013,54.0,0.41,0.6,0.1,6.2,10.2,4.5,12.9,2.4
5285,James Johnson,2014,52.0,0.46,0.84,0.25,7.4,18.2,5.0,13.2,2.3
5286,James Johnson,2015,70.0,0.59,0.66,0.22,5.1,11.4,4.1,16.5,2.0
5287,James Johnson,2016,57.0,0.48,0.57,0.3,3.5,11.4,2.9,11.9,1.6
5288,James Johnson,2017,76.0,0.48,0.71,0.34,3.5,20.9,3.2,16.6,1.8
5289,James Jones,2004,6.0,0.22,1.0,0.25,0.0,0.0,0.0,9.2,2.1
5290,James Jones,2005,75.0,0.4,0.86,0.4,3.6,7.4,1.6,11.9,1.3
5291,James Jones,2006,75.0,0.42,0.85,0.39,2.8,4.5,1.9,12.8,1.1
5292,James Jones,2007,76.0,0.37,0.88,0.38,2.9,4.5,2.1,11.5,1.0
5293,James Jones,2008,58.0,0.44,0.88,0.44,4.0,4.3,0.9,10.8,1.0
5294,James Jones,2009,40.0,0.37,0.84,0.34,2.3,4.7,1.8,9.6,1.0
5295,James Jones,2010,36.0,0.36,0.82,0.41,0.9,5.1,0.6,9.5,1.2
5296,James Jones,2011,81.0,0.42,0.83,0.43,1.9,4.1,1.0,9.9,1.0
5297,James Jones,2012,51.0,0.38,0.83,0.4,1.1,4.2,1.1,7.4,1.3
5298,James Jones,2013,38.0,0.34,0.5,0.3,0.0,8.4,2.2,11.6,0.5
5299,James Jones,2014,20.0,0.46,0.64,0.52,1.1,5.8,1.5,10.8,0.7
5300,James Jones,2015,57.0,0.37,0.85,0.36,1.6,5.4,0.9,9.0,1.0
5301,James Jones,2016,48.0,0.41,0.81,0.39,2.0,4.5,1.8,10.2,1.2
5302,James Jones,2017,48.0,0.48,0.65,0.47,0.9,5.2,2.1,9.8,0.9
5303,James Michael,2016,41.0,0.54,0.53,0.5,13.1,9.2,2.2,10.9,1.8
5304,James Michael,2017,52.0,0.53,0.5,0.25,8.7,4.9,5.0,12.6,1.9
5305,James Nunnally,2014,8.67,0.33,0.67,0.32,0.97,6.77,1.07,12.8,1.63
5306,James Posey,2000,81.0,0.43,0.8,0.37,4.5,10.8,1.1,12.4,2.4
5307,James Posey,2001,82.0,0.41,0.82,0.3,5.9,11.2,1.2,14.9,2.1
5308,James Posey,2002,73.0,0.38,0.79,0.28,5.3,13.1,1.3,17.1,2.7
5309,James Posey,2003,55.33,0.41,0.83,0.3,4.2,13.33,0.43,15.37,2.2
5310,James Posey,2004,82.0,0.48,0.83,0.39,4.2,8.4,1.2,14.5,2.9
5311,James Posey,2005,50.0,0.36,0.86,0.31,3.9,10.3,1.3,15.0,1.9
5312,James Posey,2006,67.0,0.4,0.79,0.4,2.1,6.8,0.8,16.9,1.5
5313,James Posey,2007,71.0,0.43,0.83,0.38,4.2,7.7,0.9,17.5,2.0
5314,James Posey,2008,74.0,0.42,0.81,0.38,2.1,9.5,0.9,18.0,2.1
5315,James Posey,2009,75.0,0.41,0.82,0.37,2.2,6.0,0.8,18.3,1.5
5316,James Posey,2010,77.0,0.36,0.82,0.34,2.1,9.3,0.8,20.5,1.3
5317,James Posey,2011,49.0,0.34,0.73,0.32,1.3,6.1,0.5,18.0,1.4
5318,James Ray,1981,18.0,0.31,0.7,0.0,8.8,8.8,1.4,17.0,1.2
5319,James Ray,1982,40.0,0.44,0.58,1.0,7.6,12.3,3.1,18.7,1.7
5320,James Ray,1983,45.0,0.46,0.65,0.0,8.6,10.7,2.2,20.8,2.4
5321,James Robinson,1994,58.0,0.36,0.67,0.32,5.3,14.5,1.4,7.4,2.2
5322,James Robinson,1995,71.0,0.41,0.59,0.34,2.9,18.0,0.6,6.9,1.6
5323,James Robinson,1996,76.0,0.4,0.66,0.36,3.1,14.7,0.7,7.9,1.1
5324,James Robinson,1997,69.0,0.41,0.68,0.38,2.2,16.2,0.5,7.9,1.2
5325,James Robinson,1998,70.0,0.39,0.72,0.33,3.4,18.8,0.5,6.9,1.6
5326,James Robinson,1999,20.67,0.36,0.66,0.28,3.83,18.57,1.23,10.93,2.3
5327,James Scott,1997,8.0,0.0,0.5,0.0,3.8,13.2,0.0,18.2,3.4
5328,James Silas,1980,77.0,0.51,0.89,0.0,2.1,20.1,0.3,5.6,1.2
5329,James Silas,1981,75.0,0.48,0.85,0.0,2.4,20.7,0.3,9.5,1.2
5330,James Silas,1982,67.0,0.44,0.86,0.0,1.9,22.4,0.2,6.9,1.3
5331,James Singleton,2006,59.0,0.51,0.78,0.5,10.2,5.9,2.1,19.8,1.3
5332,James Singleton,2007,53.0,0.37,0.76,0.21,11.6,7.0,3.5,22.1,2.1
5333,James Singleton,2009,62.0,0.53,0.86,0.32,11.7,2.9,2.3,20.7,1.5
5334,James Singleton,2010,38.0,0.38,0.9,0.18,11.83,5.13,3.13,20.07,1.8
5335,James Singleton,2012,12.0,0.55,0.93,0.22,10.7,9.5,2.3,24.3,1.8
5336,James Southerland,2014,3.5,0.38,0.5,0.55,0.0,0.0,5.9,33.2,1.8
5337,James White,2007,6.0,0.44,0.8,0.29,2.8,5.8,0.5,14.4,1.2
5338,James White,2013,57.0,0.43,0.58,0.34,1.3,10.3,0.8,12.0,1.6
5339,James Wilkes,1981,48.0,0.46,0.69,0.0,7.9,7.8,1.3,12.1,2.2
5340,James Wilkes,1982,57.0,0.48,0.72,0.0,8.5,10.6,1.2,12.2,1.7
5341,James Wilkes,1983,9.0,0.32,0.8,0.0,7.1,9.4,0.4,8.2,1.1
5342,James Worthy,1983,77.0,0.58,0.62,0.25,9.2,8.6,1.7,13.0,2.1
5343,James Worthy,1984,82.0,0.56,0.76,0.0,7.9,11.1,1.6,15.6,1.5
5344,James Worthy,1985,80.0,0.57,0.78,0.0,7.9,9.6,1.3,13.2,1.5
5345,James Worthy,1986,75.0,0.58,0.77,0.0,6.6,11.5,1.7,11.1,1.6
5346,James Worthy,1987,82.0,0.54,0.75,0.0,6.7,11.2,1.6,11.4,1.8
5347,James Worthy,1988,75.0,0.53,0.8,0.12,5.8,16.2,1.2,10.0,1.3
5348,James Worthy,1989,81.0,0.55,0.78,0.09,6.8,14.6,1.1,11.3,1.7
5349,James Worthy,1990,80.0,0.55,0.78,0.31,6.4,15.6,1.0,11.9,1.7
5350,James Worthy,1991,78.0,0.49,0.8,0.29,4.3,15.1,0.7,9.2,1.8
5351,James Worthy,1992,54.0,0.45,0.81,0.21,5.2,20.3,0.7,11.4,1.9
5352,James Worthy,1993,82.0,0.45,0.81,0.27,3.5,19.1,0.7,8.5,1.9
5353,James Worthy,1994,80.0,0.41,0.74,0.29,3.1,15.6,0.7,9.4,1.4
5354,James Young,2015,31.0,0.35,0.55,0.26,2.9,5.6,0.5,11.0,1.2
5355,James Young,2016,29.0,0.31,0.25,0.23,2.1,6.0,0.4,11.9,1.5
5356,James Young,2017,29.0,0.43,0.67,0.34,3.1,2.6,0.7,10.0,2.3
5357,Jamie Feick,1997,27.33,0.4,0.34,0.56,14.37,4.43,3.67,25.37,0.93
5358,Jamie Feick,1998,45.0,0.43,0.49,0.31,12.1,5.5,2.8,21.6,3.0
5359,Jamie Feick,2000,81.0,0.43,0.71,1.0,12.6,4.5,1.2,25.2,1.0
5360,Jamie Waller,1988,9.0,0.4,0.56,0.0,11.1,5.2,0.7,5.3,2.1
5361,Jamie Watson,1995,60.0,0.5,0.68,0.26,3.1,12.4,1.3,10.2,2.7
5362,Jamie Watson,1996,16.0,0.42,0.69,0.43,2.9,15.6,0.8,12.1,2.0
5363,Jamie Watson,1997,15.33,0.43,0.69,0.33,6.0,14.63,1.0,10.43,3.6
5364,Jamison Brewer,2003,10.0,0.53,0.44,0.0,7.2,36.4,0.9,5.5,1.3
5365,Jamison Brewer,2004,13.0,0.37,0.17,0.36,1.5,17.3,0.0,6.7,2.4
5366,Jamison Brewer,2005,18.0,0.3,0.46,0.2,3.8,9.4,0.4,10.2,2.3
5367,Jan Van,1980,82.0,0.46,0.84,0.35,4.4,13.1,1.7,14.1,1.9
5368,Jan Van,1981,78.0,0.41,0.84,0.25,3.7,11.2,2.0,12.5,1.2
5369,Jan Van,1982,41.0,0.5,0.82,0.0,4.2,8.9,1.7,7.8,1.2
5370,Jan Vesely,2012,57.0,0.54,0.53,0.0,10.5,6.7,2.3,15.6,1.9
5371,Jan Vesely,2013,51.0,0.5,0.31,0.0,7.9,7.3,2.2,14.7,1.3
5372,Jannero Pargo,2003,34.0,0.4,1.0,0.29,2.9,17.1,0.4,9.3,2.0
5373,Jannero Pargo,2004,22.0,0.42,0.85,0.37,2.15,26.85,1.0,6.55,1.25
5374,Jannero Pargo,2005,32.0,0.38,0.74,0.35,3.0,31.2,0.2,8.6,1.8
5375,Jannero Pargo,2006,57.0,0.37,0.81,0.38,1.4,24.8,0.2,9.4,1.9
5376,Jannero Pargo,2007,82.0,0.41,0.85,0.39,1.3,20.4,0.2,11.1,1.6
5377,Jannero Pargo,2008,80.0,0.39,0.88,0.35,2.0,20.4,0.3,8.3,1.8
5378,Jannero Pargo,2010,63.0,0.35,0.93,0.28,1.2,17.5,0.2,9.1,1.8
5379,Jannero Pargo,2012,50.0,0.42,0.95,0.38,1.6,24.1,0.2,11.1,1.6
5380,Jannero Pargo,2013,16.0,0.34,0.95,0.3,1.65,22.92,0.48,5.88,1.5
5381,Jannero Pargo,2014,29.0,0.44,0.73,0.4,0.5,40.3,0.3,8.9,3.0
5382,Jannero Pargo,2015,9.0,0.43,1.0,0.41,0.0,20.8,0.0,4.6,0.0
5383,Jared Cunningham,2013,8.0,0.43,1.0,0.67,4.4,6.8,0.0,8.4,2.0
5384,Jared Cunningham,2014,8.67,0.35,0.58,0.1,1.1,15.3,0.0,6.77,1.5
5385,Jared Cunningham,2015,19.0,0.36,0.54,0.31,1.3,16.4,0.0,9.9,1.7
5386,Jared Cunningham,2016,29.33,0.33,0.71,0.3,0.6,5.67,0.3,12.1,1.8
5387,Jared Dudley,2008,73.0,0.47,0.74,0.22,10.0,9.3,0.5,13.8,2.1
5388,Jared Dudley,2009,45.33,0.48,0.66,0.39,8.5,7.13,0.5,11.93,2.5
5389,Jared Dudley,2010,82.0,0.46,0.75,0.46,5.9,7.9,0.6,9.8,2.0
5390,Jared Dudley,2011,82.0,0.48,0.74,0.42,6.0,7.6,0.7,11.2,2.1
5391,Jared Dudley,2012,65.0,0.48,0.73,0.38,5.4,8.8,0.7,11.4,1.3
5392,Jared Dudley,2013,79.0,0.47,0.8,0.39,4.1,14.9,0.3,8.9,1.8
5393,Jared Dudley,2014,74.0,0.44,0.66,0.36,2.4,8.6,0.4,7.7,1.2
5394,Jared Dudley,2015,72.0,0.47,0.72,0.38,3.0,11.5,0.5,11.6,2.1
5395,Jared Dudley,2016,81.0,0.48,0.74,0.42,2.8,11.4,0.7,12.6,1.7
5396,Jared Dudley,2017,64.0,0.45,0.66,0.38,2.4,12.5,0.9,15.9,1.5
5397,Jared Jeffries,2003,20.0,0.48,0.55,0.5,10.5,9.0,1.3,13.0,1.5
5398,Jared Jeffries,2004,82.0,0.38,0.61,0.17,10.3,8.1,1.1,14.7,1.3
5399,Jared Jeffries,2005,77.0,0.47,0.58,0.31,8.2,11.6,1.3,12.9,1.7
5400,Jared Jeffries,2006,77.0,0.45,0.59,0.32,9.5,11.6,2.0,13.2,1.5
5401,Jared Jeffries,2007,55.0,0.46,0.46,0.1,10.2,7.9,1.8,11.4,1.8
5402,Jared Jeffries,2008,73.0,0.4,0.53,0.16,9.8,7.5,1.3,11.1,1.4
5403,Jared Jeffries,2009,56.0,0.44,0.61,0.08,10.4,8.7,1.8,8.9,1.8
5404,Jared Jeffries,2010,46.67,0.44,0.61,0.24,8.67,8.0,2.93,10.77,1.7
5405,Jared Jeffries,2011,28.0,0.34,0.41,0.24,12.8,8.8,1.9,10.77,2.6
5406,Jared Jeffries,2012,39.0,0.41,0.68,0.19,10.8,5.4,2.7,13.3,2.0
5407,Jared Jeffries,2013,38.0,0.3,0.52,0.0,8.5,5.6,1.3,11.4,0.9
5408,Jared Sullinger,2013,45.0,0.49,0.75,0.2,12.6,6.2,1.9,22.1,1.3
5409,Jared Sullinger,2014,74.0,0.43,0.78,0.27,13.0,10.1,1.8,20.6,0.9
5410,Jared Sullinger,2015,58.0,0.44,0.74,0.28,10.1,14.2,2.1,20.9,1.4
5411,Jared Sullinger,2016,81.0,0.44,0.64,0.28,10.6,15.5,1.9,27.0,1.9
5412,Jared Sullinger,2017,11.0,0.31,0.5,0.17,9.6,3.7,0.7,16.3,1.7
5413,Jarell Eddie,2016,26.0,0.31,1.0,0.32,1.5,5.0,0.6,16.3,1.7
5414,Jarell Eddie,2017,5.0,0.32,0.89,0.25,1.7,0.0,0.0,10.8,0.8
5415,Jarell Martin,2016,27.0,0.47,0.73,0.0,11.2,6.4,1.7,14.7,1.1
5416,Jarell Martin,2017,42.0,0.38,0.8,0.36,8.4,2.2,1.5,25.3,1.6
5417,Jaren Jackson,1990,28.0,0.36,0.81,0.0,10.0,12.6,0.4,5.7,3.9
5418,Jaren Jackson,1993,34.0,0.41,0.85,0.4,5.9,13.5,0.9,6.4,2.6
5419,Jaren Jackson,1994,29.0,0.39,0.86,0.0,3.4,21.5,0.7,6.7,1.0
5420,Jaren Jackson,1995,21.0,0.37,0.67,0.27,8.1,11.4,1.4,11.0,1.8
5421,Jaren Jackson,1996,4.0,0.0,0.8,0.0,0.0,0.0,0.0,10.1,1.6
5422,Jaren Jackson,1997,75.0,0.41,0.77,0.34,3.2,8.3,1.1,10.3,2.1
5423,Jaren Jackson,1998,82.0,0.39,0.8,0.38,3.0,11.4,0.3,7.6,1.5
5424,Jaren Jackson,1999,47.0,0.38,0.82,0.36,2.9,9.6,0.7,9.6,2.6
5425,Jaren Jackson,2000,81.0,0.38,0.65,0.35,2.4,11.0,0.3,9.5,1.7
5426,Jaren Jackson,2001,16.0,0.4,0.0,0.39,1.0,10.5,0.0,10.4,2.4
5427,Jaren Jackson,2002,9.0,0.4,0.5,0.35,0.8,8.2,0.0,12.5,1.8
5428,Jarrett Jack,2006,79.0,0.44,0.8,0.26,1.3,23.2,0.1,10.8,1.4
5429,Jarrett Jack,2007,79.0,0.45,0.87,0.35,0.8,26.2,0.3,9.1,1.8
5430,Jarrett Jack,2008,82.0,0.43,0.87,0.34,1.6,22.7,0.0,10.7,1.5
5431,Jarrett Jack,2009,82.0,0.45,0.85,0.35,1.8,18.6,0.5,9.5,1.6
5432,Jarrett Jack,2010,82.0,0.48,0.84,0.41,1.6,27.7,0.2,9.8,1.4
5433,Jarrett Jack,2011,55.33,0.4,0.86,0.27,1.53,23.93,0.23,11.3,1.8
5434,Jarrett Jack,2012,45.0,0.46,0.87,0.35,1.8,34.0,0.5,11.7,1.1
5435,Jarrett Jack,2013,79.0,0.45,0.84,0.4,1.0,29.9,0.4,10.1,1.3
5436,Jarrett Jack,2014,80.0,0.41,0.84,0.34,1.1,22.7,0.8,10.3,1.3
5437,Jarrett Jack,2015,80.0,0.44,0.88,0.27,1.0,27.3,0.5,11.3,1.7
5438,Jarrett Jack,2016,32.0,0.39,0.89,0.3,1.0,35.0,0.6,14.1,1.7
5439,Jarrett Jack,2017,2.0,0.67,1.0,0.0,0.0,20.3,0.0,0.0,3.0
5440,Jarrod Uthoff,2017,9.0,0.42,0.71,0.33,7.7,12.8,3.1,14.8,0.9
5441,Jarron Collins,2002,70.0,0.46,0.74,0.0,11.5,6.6,1.2,13.3,1.1
5442,Jarron Collins,2003,22.0,0.44,0.71,0.0,9.6,5.2,1.1,7.8,0.6
5443,Jarron Collins,2004,81.0,0.5,0.72,0.0,8.3,7.5,0.9,14.5,0.8
5444,Jarron Collins,2005,50.0,0.41,0.7,0.0,7.2,9.8,0.5,14.2,0.6
5445,Jarron Collins,2008,70.0,0.44,0.62,0.0,7.0,6.8,0.7,13.1,0.7
5446,Jarvis Hayes,2004,70.0,0.4,0.79,0.3,3.8,9.3,0.4,10.9,1.8
5447,Jarvis Hayes,2005,54.0,0.39,0.84,0.34,2.9,9.3,0.4,13.9,1.6
5448,Jarvis Hayes,2006,21.0,0.42,0.83,0.36,4.2,8.7,0.2,13.2,1.6
5449,Jarvis Hayes,2007,81.0,0.41,0.84,0.36,2.9,7.7,0.6,12.2,1.5
5450,Jarvis Hayes,2008,82.0,0.43,0.75,0.38,3.2,8.1,0.4,13.3,2.0
5451,Jarvis Hayes,2009,74.0,0.44,0.69,0.38,1.7,4.9,0.3,15.8,1.5
5452,Jarvis Hayes,2010,45.0,0.42,0.78,0.34,1.0,6.7,0.6,11.5,1.5
5453,Jason Caffey,1996,57.0,0.44,0.59,0.0,10.9,6.3,1.0,12.8,1.2
5454,Jason Caffey,1997,75.0,0.53,0.66,0.0,11.0,9.3,0.5,13.1,0.9
5455,Jason Caffey,1998,53.33,0.49,0.65,0.0,12.2,8.0,1.0,14.57,0.93
5456,Jason Caffey,1999,35.0,0.44,0.63,0.0,9.4,3.6,0.8,15.7,1.5
5457,Jason Caffey,2000,71.0,0.48,0.6,0.0,8.7,9.1,0.7,15.2,1.4
5458,Jason Caffey,2002,23.0,0.5,0.63,0.0,10.3,6.7,1.3,10.1,0.8
5459,Jason Collier,2001,23.0,0.38,0.71,0.0,6.4,4.4,0.9,12.7,0.5
5460,Jason Collier,2002,25.0,0.43,0.75,0.0,9.6,4.1,0.7,16.2,0.9
5461,Jason Collier,2004,20.0,0.48,0.79,0.25,7.6,5.5,1.5,15.4,1.1
5462,Jason Collier,2005,70.0,0.46,0.68,0.43,9.9,3.4,1.1,13.0,0.8
5463,Jason Collins,2002,77.0,0.42,0.7,0.5,10.5,8.4,2.4,13.6,1.1
5464,Jason Collins,2003,81.0,0.41,0.76,0.0,8.2,6.9,1.7,13.9,1.3
5465,Jason Collins,2004,78.0,0.42,0.74,0.0,7.6,10.8,1.9,13.6,1.6
5466,Jason Collins,2005,80.0,0.41,0.66,0.33,7.1,6.7,2.3,16.1,1.5
5467,Jason Collins,2006,71.0,0.4,0.51,0.25,5.7,5.7,1.7,15.6,1.3
5468,Jason Collins,2007,80.0,0.36,0.46,0.0,5.8,3.5,1.6,14.4,1.1
5469,Jason Collins,2008,52.5,0.49,0.49,0.0,6.4,2.4,2.05,12.5,1.1
5470,Jason Collins,2010,24.0,0.35,0.0,0.0,5.0,4.8,1.3,9.2,1.4
5471,Jason Collins,2011,49.0,0.48,0.66,1.0,6.1,5.3,1.2,14.5,0.8
5472,Jason Collins,2014,22.0,0.46,0.75,0.0,4.9,3.5,0.5,8.3,2.4
5473,Jason Hart,2002,10.0,0.53,1.0,0.0,5.2,20.9,0.8,10.9,4.1
5474,Jason Hart,2004,53.0,0.45,0.77,0.22,1.7,20.1,0.6,11.5,2.3
5475,Jason Hart,2005,74.0,0.45,0.78,0.37,1.0,32.0,0.6,11.8,2.7
5476,Jason Hart,2006,66.0,0.39,0.66,0.29,1.7,13.4,0.4,8.3,2.0
5477,Jason Hart,2007,24.0,0.46,0.9,0.3,2.07,18.97,0.07,12.9,2.37
5478,Jason Hart,2008,57.0,0.32,0.84,0.36,1.0,19.3,0.4,10.0,2.5
5479,Jason Hart,2009,26.0,0.37,0.77,0.0,3.93,21.17,0.6,10.67,1.27
5480,Jason Kapono,2004,41.0,0.4,0.83,0.48,4.9,5.3,0.3,9.3,1.6
5481,Jason Kapono,2005,81.0,0.4,0.82,0.41,2.3,7.3,0.3,10.7,1.4
5482,Jason Kapono,2006,51.0,0.45,0.85,0.4,2.2,8.6,0.3,10.0,0.6
5483,Jason Kapono,2007,67.0,0.49,0.89,0.51,1.8,7.9,0.1,10.0,1.1
5484,Jason Kapono,2008,81.0,0.49,0.86,0.48,2.4,6.7,0.1,6.9,1.2
5485,Jason Kapono,2009,80.0,0.43,0.81,0.43,1.7,9.1,0.1,8.7,0.6
5486,Jason Kapono,2010,57.0,0.42,0.6,0.37,1.7,6.1,0.5,6.4,1.1
5487,Jason Kapono,2011,24.0,0.25,0.5,0.12,3.1,5.0,0.7,8.2,0.9
5488,Jason Kapono,2012,27.0,0.38,1.0,0.3,0.9,6.0,0.0,4.8,0.6
5489,Jason Kidd,1995,79.0,0.38,0.7,0.27,5.8,33.2,0.6,11.9,2.9
5490,Jason Kidd,1996,81.0,0.38,0.69,0.34,6.5,41.5,0.6,13.3,2.9
5491,Jason Kidd,1997,36.67,0.4,0.68,0.36,3.83,39.13,0.8,10.77,3.3
